id,user_id,raw_text,normalized_text,merchant_name,primary_confidence,prediction_status
2e527ffc-ad0a-46cb-9636-5343d16f92f9,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 31-Aug-2025 07:55 via UPI Ref 4409842239,,House Owner,0.1759,AUTO
54e999c2-6cb5-4165-8f38-a015cf9ce6ec,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹848.34 debited to Flipkart on 07-Feb-2026 02:27 via UPI Ref 2294112460,,Flipkart,0.2953,AUTO
03f51035-86ec-444e-af39-881717439602,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹381.95 debited to Water Supply on 20-Nov-2025 16:06 via UPI Ref 7230329436,,Water Supply,0.2915,AUTO
56b012d1-0edd-4c78-9b9b-5800ae6666f8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 08-Jan-2026 14:13 via UPI Ref 8944018694,,House Owner,0.1542,AUTO
5a3af589-5df3-4c8a-acac-7d6296ac33ec,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1199.79 debited to McDonalds on 11-Dec-2025 23:35 via UPI Ref 9363860617,,McDonalds,0.186,AUTO
0b1bf757-db6d-4a91-a63d-580e06a47963,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹789.64 debited to MedPlus on 27-Sep-2025 17:27 via UPI Ref 8628582574,,MedPlus,0.1836,AUTO
25cb7745-5d9f-4e3b-982a-d57adee59144,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1631.67 debited to Rapido on 06-Feb-2026 03:07 via UPI Ref 3027316805,,Rapido,0.3239,AUTO
17acc476-f6ae-4907-98f9-8375948c90a1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1710.95 debited to Uber on 21-Oct-2025 20:43 via UPI Ref 9322382277,,Uber,0.3943,AUTO
aa02ad72-72a7-4c76-9539-2f65f8b2df3a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹3231.63 debited to PokerStars on 26-Dec-2025 11:43 via UPI Ref 3193447177,,PokerStars,0.1453,AUTO
b26a34a3-566d-4e54-af59-72e636af97bb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹446.09 debited to Dominos on 15-Dec-2025 05:19 via UPI Ref 9110937175,,Dominos,0.2702,AUTO
df5bfd61-da3d-43bc-98f4-2a76e9f139a9,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹265.43 debited to Netflix on 02-Jan-2026 15:52 via UPI Ref 7193379555,,Netflix,0.386,AUTO
f7a99963-b262-458e-8a17-4c57f9dd0fee,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1924.61 debited to BigBasket on 22-Nov-2025 15:54 via UPI Ref 5951928662,,BigBasket,0.1985,AUTO
edba06bc-9dbb-4f59-bd76-76cb5b825513,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1040.11 debited to BigBasket on 08-Sep-2025 14:37 via UPI Ref 7619393868,,BigBasket,0.1789,AUTO
7cd8bfb9-6b50-40e8-a8a6-d683d376da19,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹66163.13 credited to Company Payroll on 07-Sep-2025 08:01 via UPI Ref 4539659726,,Company Payroll,0.2189,AUTO
7d336f76-54b0-46f7-8c2b-83515b0951a3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹73393.34 credited to Company Payroll on 10-Sep-2025 19:04 via UPI Ref 9623807757,,Company Payroll,0.1846,AUTO
7d6f5928-b57b-4348-882b-703cb37a39ca,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1523.76 debited to Rapido on 07-Dec-2025 09:34 via UPI Ref 4080573222,,Rapido,0.2641,AUTO
0c62c527-8b4e-4b08-a7cb-2032fe99c2b4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹98.95 debited to McDonalds on 28-Oct-2025 15:48 via UPI Ref 9408234731,,McDonalds,0.1656,AUTO
30df423f-7303-480f-b156-3f7f960cd165,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 24-Nov-2025 02:50 via UPI Ref 1016282883,,House Owner,0.1747,AUTO
446e4ada-9220-4e02-b419-8e25b46c3ac3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹371.45 debited to Ola on 17-Nov-2025 18:31 via UPI Ref 9085432539,,Ola,0.2834,AUTO
27199a9e-eb12-4f86-9e95-1ab4f8b7d1cb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹39034.56 credited to Company Payroll on 04-Jan-2026 03:08 via UPI Ref 7096653371,,Company Payroll,0.175,AUTO
46cbd57d-c16f-45bc-be42-60c1b6248549,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹957.63 debited to Airtel on 08-Oct-2025 09:18 via UPI Ref 9877718561,,Airtel,0.4022,AUTO
cc04354e-ba54-4d04-b3bd-8afeab575384,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1348.46 debited to Hospital XYZ on 20-Aug-2025 08:44 via UPI Ref 3191075234,,Hospital XYZ,0.4272,AUTO
2edda2b9-7619-48e9-b98a-79075d194705,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹175.1 debited to McDonalds on 03-Nov-2025 06:39 via UPI Ref 3213854680,,McDonalds,0.1599,AUTO
1be67860-720a-4a91-a645-64d5b4730f45,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹931.64 debited to DMart on 10-Jan-2026 01:20 via UPI Ref 7982106965,,DMart,0.1791,AUTO
34f8a400-5429-4ffd-b353-0d896f5cd185,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1454.52 debited to Netflix on 26-Oct-2025 08:01 via UPI Ref 5646284863,,Netflix,0.3625,AUTO
bef3bf47-5666-4fef-9dc5-71cd77fef774,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1682.12 debited to PokerStars on 03-Dec-2025 01:47 via UPI Ref 4401639201,,PokerStars,0.1983,AUTO
afc6a276-3c4e-4f93-b417-76934e64a5ba,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1636.33 debited to Amazon on 24-Dec-2025 11:28 via UPI Ref 2371123590,,Amazon,0.3557,AUTO
edf3a301-c80d-43a1-aaf7-ef8b0f420699,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1686.24 debited to Myntra on 26-Oct-2025 08:45 via UPI Ref 7434504759,,Myntra,0.2173,AUTO
9fc634a6-280c-4f6c-96d2-c700dad3e549,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹852.75 debited to Uber on 31-Oct-2025 10:30 via UPI Ref 2426856858,,Uber,0.383,AUTO
15b1f628-2e7a-495e-a4d6-db92b23af942,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1702.07 debited to DMart on 12-Sep-2025 17:47 via UPI Ref 4974106936,,DMart,0.1891,AUTO
c491d8ff-9735-496d-bf6a-67e22f2ca259,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1784.34 debited to Dominos on 11-Feb-2026 11:30 via UPI Ref 1463054014,,Dominos,0.1991,AUTO
2b75e5e7-3914-4627-905c-a12b427c61b8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹519.3 debited to McDonalds on 17-Dec-2025 06:58 via UPI Ref 2913517584,,McDonalds,0.2027,AUTO
91654dee-bda5-492b-a971-4620afc67211,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹35872.2 credited to Company Payroll on 07-Dec-2025 16:27 via UPI Ref 2705354099,,Company Payroll,0.1874,AUTO
1992f94f-3413-4a27-bbc7-947a250d79b6,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹141.52 debited to Flipkart on 27-Dec-2025 15:31 via UPI Ref 4536057344,,Flipkart,0.3777,AUTO
c436194b-e85f-48b0-8679-0e05acbb0f15,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹366.63 debited to BigBasket on 22-Oct-2025 11:57 via UPI Ref 7033346453,,BigBasket,0.17,AUTO
7168256e-0da1-4a3f-83e9-b44e01c9d3cb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 10-Feb-2026 04:22 via UPI Ref 1853315814,,House Owner,0.1673,AUTO
a73eb363-1f99-48ff-a53f-92ad18686ce1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹760.91 debited to Spotify on 26-Jan-2026 14:20 via UPI Ref 2213246795,,Spotify,0.3649,AUTO
5dd1e8ab-c76d-4838-903e-839172717330,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹849.28 debited to Spotify on 05-Dec-2025 22:35 via UPI Ref 8973100762,,Spotify,0.3597,AUTO
0f2001a0-4725-494f-bf87-7cebba74d3d8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹285.78 debited to Swiggy on 12-Dec-2025 03:59 via UPI Ref 4832731917,,Swiggy,0.2678,AUTO
f2e5decb-55d9-47d0-b5cd-6786121dd2b1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1337.04 debited to Ola on 30-Dec-2025 14:56 via UPI Ref 8371955156,,Ola,0.2909,AUTO
ec9e69a4-8b50-44c5-8aef-ba523352faf0,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1143.68 debited to Airtel on 22-Aug-2025 09:27 via UPI Ref 9774887970,,Airtel,0.493,AUTO
79127e88-0c29-4de5-ae15-0fb4803cdd47,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹688.51 debited to Water Supply on 23-Sep-2025 08:13 via UPI Ref 4780804989,,Water Supply,0.2475,AUTO
abad6d6b-7845-438d-ad91-0553a7e047ef,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1301.91 debited to McDonalds on 12-Jan-2026 19:36 via UPI Ref 6315319552,,McDonalds,0.2019,AUTO
aa30cfd4-d1e9-4182-a30c-0052ae4dc851,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹630.58 debited to Uber on 03-Feb-2026 00:11 via UPI Ref 9594484781,,Uber,0.362,AUTO
f1702ec5-5b61-4ba0-90b6-f60a97a56975,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹824.58 debited to Electricity Board on 15-Sep-2025 23:40 via UPI Ref 1636789362,,Electricity Board,0.2318,AUTO
bb83fd55-612c-47b9-9209-e66cd230a7d5,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1904.48 debited to Myntra on 26-Jan-2026 17:43 via UPI Ref 2770522307,,Myntra,0.2196,AUTO
6ade6da6-bf19-487c-9f4c-43e53e05f9b0,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹413.04 debited to DMart on 19-Sep-2025 18:16 via UPI Ref 3257735269,,DMart,0.1757,AUTO
8953048e-12be-47f1-b830-0583eea135ee,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 03-Sep-2025 09:05 via UPI Ref 2231353850,,House Owner,0.1904,AUTO
bf112878-c5a3-461f-be9c-87483dfcefc6,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1615.31 debited to Swiggy on 31-Aug-2025 16:35 via UPI Ref 5652651380,,Swiggy,0.254,AUTO
c5c8d9f8-b505-4c7d-9458-356a43141454,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1987.01 debited to Zomato on 04-Feb-2026 02:02 via UPI Ref 5383811047,,Zomato,0.3794,AUTO
4d3660b8-87ad-4856-aa79-7a3e2e62fdc7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹786.64 debited to BigBasket on 01-Jan-2026 07:33 via UPI Ref 5981373917,,BigBasket,0.1891,AUTO
436c57c3-4bbc-4c50-9796-2b46730aef73,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹174.59 debited to Netflix on 21-Jan-2026 22:11 via UPI Ref 4986854308,,Netflix,0.3546,AUTO
0398c8e5-a84d-41e2-9d35-5a93b6579a11,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹517.5 debited to Swiggy on 03-Sep-2025 02:46 via UPI Ref 2763268963,,Swiggy,0.4223,AUTO
1c57cf6d-4260-49d2-aa75-7361be18c9f3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹306.0 debited to BigBasket on 29-Dec-2025 06:59 via UPI Ref 4668388326,,BigBasket,0.1519,AUTO
c20ffe14-4047-4996-a190-a40ad0e70042,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹537.47 debited to Airtel on 17-Aug-2025 01:49 via UPI Ref 4259243777,,Airtel,0.3777,AUTO
85e198ac-47f4-4ebe-ba1c-f5dac3c97c41,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹36378.72 credited to Company Payroll on 20-Nov-2025 22:40 via UPI Ref 6290254595,,Company Payroll,0.1878,AUTO
10dc84a8-0b5b-4aab-9c0d-abde59416fce,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹502.74 debited to Zomato on 23-Aug-2025 15:52 via UPI Ref 2799005497,,Zomato,0.3313,AUTO
0baad2e0-9dee-4bb3-acee-a75ffafd5f0a,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 01-Jan-2026 17:58 via UPI Ref 6948441356,,House Owner,0.1655,AUTO
2b3890bc-e1cb-4686-95a0-736743c38535,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 09-Oct-2025 14:14 via UPI Ref 5518198830,,House Owner,0.1565,AUTO
157b2031-6362-444c-b86a-488a9917266f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1759.88 debited to Myntra on 03-Jan-2026 00:30 via UPI Ref 1705146968,,Myntra,0.316,AUTO
04b7b19b-98f4-46fb-ba38-5348202afdf2,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1110.17 debited to Airtel on 23-Dec-2025 03:41 via UPI Ref 9806394166,,Airtel,0.2734,AUTO
32a3a184-c62a-4134-8b5d-19cdabed271b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹243.27 debited to Zomato on 20-Dec-2025 02:23 via UPI Ref 6461780424,,Zomato,0.4111,AUTO
c8e9630b-f879-4afd-9b57-d158b25d5c8f,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹64088.9 credited to Company Payroll on 16-Dec-2025 05:14 via UPI Ref 9797678079,,Company Payroll,0.2408,AUTO
4f6f301d-5d8f-4bbe-a63f-ae73c7c21723,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹964.41 debited to Water Supply on 01-Oct-2025 16:18 via UPI Ref 1504025721,,Water Supply,0.2934,AUTO
9cd54a43-9a4d-4855-9644-76595b3e084d,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1583.16 debited to Dominos on 11-Nov-2025 11:38 via UPI Ref 3694333897,,Dominos,0.2158,AUTO
9057a5bd-d372-4e7f-a412-81f320eca9ef,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1320.12 debited to Water Supply on 19-Aug-2025 15:36 via UPI Ref 4801519748,,Water Supply,0.2053,AUTO
ca57506b-8dc7-4538-9196-2d87b034d705,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1630.64 debited to Electricity Board on 23-Dec-2025 19:21 via UPI Ref 5467416288,,Electricity Board,0.3318,AUTO
cab7da6e-80d4-4b06-ad03-4be565a493c2,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹129.96 debited to Zomato on 19-Aug-2025 18:08 via UPI Ref 8079041518,,Zomato,0.3293,AUTO
64a665ee-85fc-4516-8679-c5ed37a9b507,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹70371.47 credited to Company Payroll on 22-Oct-2025 10:21 via UPI Ref 6676556832,,Company Payroll,0.1595,AUTO
5cff2767-4b44-4547-9642-69cfbc15aeab,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1532.75 debited to BigBasket on 12-Sep-2025 21:50 via UPI Ref 4896569461,,BigBasket,0.1897,AUTO
a67ae4f6-67e2-4381-b4a0-b419872e0a57,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1499.65 debited to Uber on 26-Nov-2025 18:30 via UPI Ref 3828958235,,Uber,0.3673,AUTO
e299c77c-0dc0-4cab-8c59-5de3574c10f5,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1692.04 debited to MedPlus on 21-Nov-2025 17:18 via UPI Ref 1961684256,,MedPlus,0.1833,AUTO
08d96124-e6e4-4a73-adf6-8c3260022d3d,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1595.02 debited to Water Supply on 22-Sep-2025 10:02 via UPI Ref 5663465276,,Water Supply,0.2467,AUTO
bebed2e2-bcf9-4ad2-adae-60a82b17d9b8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1211.62 debited to Amazon on 29-Jan-2026 22:49 via UPI Ref 6214288841,,Amazon,0.268,AUTO
7c20d795-c01e-4946-983f-4f76eb89c60b,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹748.53 debited to Zomato on 12-Nov-2025 18:15 via UPI Ref 4866509719,,Zomato,0.301,AUTO
99eb5398-369f-40db-9418-3a4e83b87eb0,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹434.69 debited to Myntra on 26-Nov-2025 15:46 via UPI Ref 7145200753,,Myntra,0.2925,AUTO
03b1c0c9-8dc7-4868-ae3c-2852aa863ba8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1040.71 debited to Amazon on 07-Nov-2025 17:04 via UPI Ref 1242895315,,Amazon,0.2391,AUTO
b6b87bcf-ba2d-48b8-addc-d845907f5cae,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹165.35 debited to Myntra on 16-Nov-2025 11:30 via UPI Ref 6380857379,,Myntra,0.2969,AUTO
e2c73fbd-0e61-48c5-bbce-81449572b988,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1660.04 debited to DMart on 19-Jan-2026 18:53 via UPI Ref 7167156941,,DMart,0.1648,AUTO
17064112-a322-4502-808d-30df7393ec02,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹500.86 debited to BookMyShow on 01-Sep-2025 21:28 via UPI Ref 9813746023,,BookMyShow,0.1939,AUTO
564adeff-06f7-4c6a-bddd-c18efb9e5367,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1618.93 debited to Spotify on 25-Nov-2025 23:39 via UPI Ref 8126795781,,Spotify,0.3924,AUTO
80c0d5f8-6be5-4846-b31d-00ab6e77c1d1,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1850.69 debited to Amazon on 25-Dec-2025 16:40 via UPI Ref 8061854479,,Amazon,0.3378,AUTO
05088116-8d0f-4bbd-aa33-1f2655881dae,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹77536.92 credited to Company Payroll on 08-Dec-2025 01:55 via UPI Ref 8296751854,,Company Payroll,0.1684,AUTO
b4475b83-7a2c-49d3-8efb-6849f5e2b4a3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1276.56 debited to DMart on 03-Feb-2026 18:32 via UPI Ref 4948153652,,DMart,0.1915,AUTO
d6e64038-11bf-4326-9df1-1787447fe1a3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1131.33 debited to DMart on 29-Sep-2025 21:21 via UPI Ref 4924211814,,DMart,0.193,AUTO
5384bda9-1c4f-437e-adb1-2f47735157ef,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1377.36 debited to Dream11 on 22-Oct-2025 20:24 via UPI Ref 9028869416,,Dream11,0.1536,AUTO
a3513629-9fa6-46d2-ba4d-347f5d0adb68,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹641.78 debited to Dominos on 20-Sep-2025 04:41 via UPI Ref 3011233407,,Dominos,0.3263,AUTO
273b669f-4f2f-4a7d-b9e0-f069144ccd37,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹505.82 debited to Airtel on 03-Dec-2025 13:57 via UPI Ref 5547581263,,Airtel,0.2957,AUTO
6c3a43ac-c5d0-4e68-a612-209d43b34e45,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1768.64 debited to Netflix on 24-Jan-2026 05:48 via UPI Ref 3848715454,,Netflix,0.3032,AUTO
ebbde15c-0666-4ee7-b429-3eb817612723,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹130.22 debited to Myntra on 30-Aug-2025 22:17 via UPI Ref 9791113699,,Myntra,0.2068,AUTO
405080ec-9a92-4a81-879b-0f2c5c4f8a46,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1582.35 debited to BigBasket on 04-Nov-2025 23:29 via UPI Ref 9986501834,,BigBasket,0.2075,AUTO
b4e76de2-85d6-47a3-bf48-69c4242036b4,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹98.1 debited to Netflix on 02-Sep-2025 01:28 via UPI Ref 1410629156,,Netflix,0.3652,AUTO
576628a5-ff40-4666-912e-229d630cbf4e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1842.3 debited to Electricity Board on 17-Dec-2025 10:57 via UPI Ref 2794916450,,Electricity Board,0.2913,AUTO
aa5a79ca-7dbc-4e3a-8e97-b191032105ea,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1066.75 debited to Electricity Board on 22-Oct-2025 22:52 via UPI Ref 2392901328,,Electricity Board,0.2723,AUTO
209080ca-ac82-4b03-8a29-7778e40e33d3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹61830.64 credited to Company Payroll on 22-Aug-2025 10:47 via UPI Ref 6383715327,,Company Payroll,0.1567,AUTO
3e12620e-c651-4660-bf34-b34145d49b78,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹15000.0 debited to House Owner on 29-Aug-2025 13:30 via UPI Ref 9194171457,,House Owner,0.1839,AUTO
79f8af82-cf0d-4fac-b332-f73a1fea16d7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹743.39 debited to Amazon on 18-Jan-2026 14:29 via UPI Ref 4033013177,,Amazon,0.3183,AUTO
6388c62d-c72d-4208-993b-4e1102f44c0d,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹475.72 debited to Amazon on 21-Aug-2025 17:28 via UPI Ref 8877060733,,Amazon,0.3744,AUTO
c5bbae0f-3503-4654-8596-5748569279c7,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹319.03 debited to Jio on 03-Jan-2026 19:51 via UPI Ref 4153816828,,Jio,0.2254,AUTO
88d4e6d6-32b6-473e-a849-9b083f36a240,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹860.85 debited to Flipkart on 23-Dec-2025 07:04 via UPI Ref 1125777180,,Flipkart,0.2448,AUTO
9d27a454-e4c9-427f-b39e-ba9467a5c2cb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹348.69 debited to Swiggy on 31-Jan-2026 06:27 via UPI Ref 4549058837,,Swiggy,0.2157,AUTO
10b66c14-73e7-45b6-8f22-5aa0fcc080ea,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹808.4 debited to Myntra on 23-Dec-2025 06:57 via UPI Ref 2042486409,,Myntra,0.3115,AUTO
5f77526c-e415-416a-af27-76c2c8fcb609,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹659.38 debited to Electricity Board on 27-Aug-2025 13:30 via UPI Ref 1938338697,,Electricity Board,0.356,AUTO
43439f90-e3ea-4d06-a953-8a073f1413a8,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹860.3 debited to Flipkart on 21-Nov-2025 06:31 via UPI Ref 2872262814,,Flipkart,0.3436,AUTO
098e53ef-722e-493e-96ba-b20fcc86612e,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1883.47 debited to Ola on 01-Nov-2025 18:10 via UPI Ref 1940636181,,Ola,0.2799,AUTO
d6763815-9c17-49d2-b744-644d07986bbd,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1583.85 debited to Uber on 19-Nov-2025 17:42 via UPI Ref 2850375260,,Uber,0.3317,AUTO
c1484ab2-2932-4248-8859-2b529a829cbb,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1941.71 debited to Rapido on 28-Jan-2026 20:20 via UPI Ref 9350479982,,Rapido,0.3599,AUTO
42c96943-458f-4dfa-be3a-1cafbbb68d22,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹77.53 debited to Electricity Board on 15-Jan-2026 13:06 via UPI Ref 2097440398,,Electricity Board,0.2865,AUTO
a8cb93df-e7c6-4127-8cd4-fafa941415d3,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1880.92 debited to Ola on 17-Oct-2025 02:49 via UPI Ref 5217483832,,Ola,0.2913,AUTO
ccc6d311-b2b4-484d-9560-3ca8905c6c39,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹4516.63 debited to PokerStars on 27-Sep-2025 20:01 via UPI Ref 3309242134,,PokerStars,0.1952,AUTO
965f73cd-5135-45dc-8f69-33ab2a800798,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹410.2 debited to Reliance Fresh on 29-Jan-2026 20:06 via UPI Ref 8108477053,,Reliance Fresh,0.1606,AUTO
64307bc2-6f06-43d7-9688-05cf05cf2c87,81f7dd70-8a34-4d89-b097-01c124cdd41b,₹1685.5 debited to Jio on 19-Sep-2025 12:05 via UPI Ref 4103370670,,Jio,0.2183,AUTO
